Candidate URL,Name,Total Assets in LokSabha 2023,Total Assets in LokSabha 2019,Asset Increase,Increase in Asset,Date
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3740&id2=8510,Parbhubhai Nagarbhai Vasava (BJP),"4,70,13,5064 Crore+","2,83,50,2172 Crore+","1,86,63,2891 Crore+",66%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=4319&id2=7773,Tatkare Sunil Dattatrey (NCP),"14,57,68,77314 Crore+","12,74,87,27712 Crore+","1,82,81,4961 Crore+",14%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1936&id2=7155,Santosh Pandey (BJP),"4,29,16,3754 Crore+","2,48,61,9702 Crore+","1,80,54,4051 Crore+",73%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3437&id2=8156,Ramprit Mandal (JD(U)),"10,59,78,77210 Crore+","8,81,19,6868 Crore+","1,78,59,0861 Crore+",20%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=554&id2=5848,M.K. Vishnuprasad (INC),"25,19,78,58025 Crore+","23,45,64,81523 Crore+","1,74,13,7651 Crore+",7%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8133&id2=14338,Dinesh Lal Yadav (Nirahua) (BJP),"9,40,63,5369 Crore+","7,67,46,5637 Crore+","1,73,16,9731 Crore+",23%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2502&id2=7104,Dr Bhola Singh (BJP),"3,60,17,2323 Crore+","1,87,28,8611 Crore+","1,72,88,3711 Crore+",92%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5073&id2=9723,Ajay Kumar (BJP),"6,25,72,0886 Crore+","4,52,95,4554 Crore+","1,72,76,6331 Crore+",38%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2206&id2=5897,Kripanath Mallah (BJP),"1,88,62,4041 Crore+","18,71,04018 Lacs+","1,69,91,3641 Crore+",908%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=395&id2=11536,Rahul Kaswan (INC),"5,33,22,9895 Crore+","3,67,23,8653 Crore+","1,65,99,1241 Crore+",45%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6189&id2=10085,Adhir Ranjan Chowdhury (INC),"11,73,48,80011 Crore+","10,13,15,43710 Crore+","1,60,33,3631 Crore+",16%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5158&id2=12225,Geeta Kora (BJP),"4,12,45,7154 Crore+","2,52,49,0182 Crore+","1,59,96,6971 Crore+",63%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7200&id2=11212,Sajda Ahmed (AITC),"4,40,42,0254 Crore+","2,83,51,5692 Crore+","1,56,90,4561 Crore+",55%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9040&id2=7230,Debasree Chaudhuri (BJP),"2,17,99,5232 Crore+","61,39,12361 Lacs+","1,56,60,4001 Crore+",255%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=285&id2=6097,Sanjeev Kumar Balyan (BJP),"3,11,39,9023 Crore+","1,57,81,1891 Crore+","1,53,58,7131 Crore+",97%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9380&id2=12928,Anupriya Patel (Apna Dal (Soneylal)),"4,22,41,7544 Crore+","2,69,00,6622 Crore+","1,53,41,0921 Crore+",57%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=816&id2=8261,Thirumaavalavan Thol (Viduthalai Chiruthaigal Katchi),"2,44,55,9032 Crore+","92,44,09292 Lacs+","1,52,11,8111 Crore+",165%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8&id2=4957,Dr Jitendra Singh (BJP),"8,59,05,0058 Crore+","7,08,27,2037 Crore+","1,50,77,8021 Crore+",21%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5206&id2=9707,Arun Kumar Sagar (BJP),"5,83,17,4535 Crore+","4,34,48,0494 Crore+","1,48,69,4041 Crore+",34%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8040&id2=9907,Aparajita Sarangi (BJP),"4,62,54,2134 Crore+","3,16,77,6003 Crore+","1,45,76,6131 Crore+",46%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2272&id2=9136,Benny Behanan (INC),"3,50,20,2093 Crore+","2,04,61,9312 Crore+","1,45,58,2781 Crore+",71%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=484&id2=5694,Indra Hang Subba (Sikkim Krantikari Morcha),"1,48,45,7721 Crore+","4,78,8174 Lacs+","1,43,66,9551 Crore+",3001%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5103&id2=4820,N. Reddeppa (YSRCP),"3,15,64,3983 Crore+","1,73,55,8621 Crore+","1,42,08,5361 Crore+",82%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=381&id2=11692,Arjun Ram Meghwal (BJP),"3,76,54,8633 Crore+","2,35,24,4592 Crore+","1,41,30,4041 Crore+",60%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3855&id2=7775,Vinayak Bhaurao Raut (ShivSena (Uddhav Balasaheb Thackeray)),"6,46,43,4126 Crore+","5,06,60,5345 Crore+","1,39,82,8781 Crore+",28%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=257&id2=5125,Tapir Gao (BJP),"15,05,37,70615 Crore+","13,66,28,25913 Crore+","1,39,09,4471 Crore+",10%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6200&id2=12473,Dilip Ghosh (BJP),"1,82,45,5891 Crore+","45,36,46245 Lacs+","1,37,09,1271 Crore+",302%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3132&id2=9099,N K Premachandran (Revolutionary Socialist Party),"3,11,94,8993 Crore+","1,75,00,6501 Crore+","1,36,94,2491 Crore+",78%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3&id2=10291,Smt. Himadri Singh (BJP),"5,01,80,2675 Crore+","3,65,64,4083 Crore+","1,36,15,8591 Crore+",37%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6948&id2=8685,Imtiaz Jaleel Syed (All India Majlis-E-Ittehadul Muslimeen),"4,30,94,1224 Crore+","2,95,62,7682 Crore+","1,35,31,3541 Crore+",46%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9494&id2=13046,Kaushalendra Kumar (JD(U)),"4,24,53,7734 Crore+","2,92,51,6512 Crore+","1,32,02,1221 Crore+",45%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1855&id2=9217,M. K. Raghavan (INC),"2,49,36,7752 Crore+","1,25,02,0091 Crore+","1,24,34,7661 Crore+",99%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3797&id2=7031,Ramesh Jigajinagi (BJP),"51,63,15,99451 Crore+","50,41,22,98550 Crore+","1,21,93,0091 Crore+",2%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2303&id2=9238,E.T. Mohammed Basheer (Indian Union Muslim League),"2,02,52,2932 Crore+","81,03,27481 Lacs+","1,21,49,0191 Crore+",150%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7296&id2=5886,Jual Oram (BJP),"8,63,25,8708 Crore+","7,41,85,0147 Crore+","1,21,40,8561 Crore+",16%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=230&id2=8048,Manickam Tagore B (INC),"6,17,19,8026 Crore+","4,97,05,7994 Crore+","1,20,14,0031 Crore+",24%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7185&id2=11053,Niranjan Jyoti (BJP),"2,26,35,0062 Crore+","1,06,67,3721 Crore+","1,19,67,6341 Crore+",112%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7275&id2=11084,Ashok Kumar Yadav (BJP),"5,85,83,7735 Crore+","4,66,99,1254 Crore+","1,18,84,6481 Crore+",25%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3452&id2=9386,Hasmukhbhai Patel (H.S.Patel) (BJP),"8,64,70,2988 Crore+","7,46,99,6907 Crore+","1,17,70,6081 Crore+",16%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3627&id2=9516,Pradeep Kumar Singh (BJP),"1,60,59,8061 Crore+","50,10,57750 Lacs+","1,10,49,2291 Crore+",221%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2287&id2=8824,Rajmohan Unnithan (INC),"3,24,32,1353 Crore+","2,15,70,2572 Crore+","1,08,61,8781 Crore+",50%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8563&id2=12222,Bidyut Baran Mahato (BJP),"3,83,45,0633 Crore+","2,77,50,6712 Crore+","1,05,94,3921 Crore+",38%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2613&id2=5380,Dulal Chandra Goswami (JD(U)),"2,38,13,2702 Crore+","1,33,02,7341 Crore+","1,05,10,5361 Crore+",79%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8561&id2=11383,Sanjay Seth (BJP),"2,41,52,0852 Crore+","1,40,44,2671 Crore+","1,01,07,8181 Crore+",72%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5192&id2=10532,Asit Kumar Mal (AITC),"1,12,57,4051 Crore+","13,10,69113 Lacs+","99,46,71499 Lacs+",759%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=239&id2=5375,Pradan Baruah (BJP),"2,42,05,5362 Crore+","1,43,07,9781 Crore+","98,97,55898 Lacs+",69%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2763&id2=5934,Pradyut Bordoloi (INC),"8,39,15,4368 Crore+","7,41,43,2727 Crore+","97,72,16497 Lacs+",13%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5178&id2=10096,Surendrajeet Singh Ahluwalia (BJP),"3,60,33,2853 Crore+","2,65,21,7502 Crore+","95,11,53595 Lacs+",36%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9008&id2=12741,Abhishek Banerjee (AITC),"2,32,64,5632 Crore+","1,37,94,3201 Crore+","94,70,24394 Lacs+",69%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6921&id2=7776,Khadse Raksha Nikhil (BJP),"18,21,17,79018 Crore+","17,27,13,73417 Crore+","94,04,05694 Lacs+",5%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1264&id2=8874,Jothimani. S (INC),"1,53,52,3731 Crore+","60,46,05560 Lacs+","93,06,31893 Lacs+",154%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3435&id2=7037,Bhagwanth Khuba (BJP),"6,11,16,1826 Crore+","5,18,36,4165 Crore+","92,79,76692 Lacs+",18%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7856&id2=12089,Radha Mohan Singh (BJP),"4,29,65,4164 Crore+","3,37,91,3753 Crore+","91,74,04191 Lacs+",27%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5230&id2=6274,Bandi Sanjay Kumar (BJP),"1,12,75,0001 Crore+","22,70,00022 Lacs+","90,05,00090 Lacs+",397%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7208&id2=11195,Locket Chatterjee (BJP),"4,45,89,1394 Crore+","3,56,55,6983 Crore+","89,33,44189 Lacs+",25%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=762&id2=4964,Mohammed Faizal Pp (Nationalist Congress Party – Sharadchandra Pawar),"96,95,09596 Lacs+","9,38,6419 Lacs+","87,56,45487 Lacs+",933%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3485&id2=7414,Rajveer Singh (Raju Bhaiya) (BJP),"39,23,82,73239 Crore+","38,36,29,73538 Crore+","87,52,99787 Lacs+",2%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8964&id2=12760,Sougata Ray (AITC),"5,12,30,0265 Crore+","4,25,18,7904 Crore+","87,11,23687 Lacs+",20%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5085&id2=10544,Mahua Moitra (AITC),"3,50,67,1663 Crore+","2,64,95,2502 Crore+","85,71,91685 Lacs+",32%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=349&id2=4932,Agatha K Sangma (National Peoples Party),"3,79,34,0563 Crore+","2,94,06,8132 Crore+","85,27,24385 Lacs+",29%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5125&id2=14266,Gurumoorthy Maddila (YSRCP),"1,32,49,1341 Crore+","47,25,04447 Lacs+","85,24,09085 Lacs+",180%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7281&id2=5634,Chirag Paswan (Lok Janshakti Party(Ram Vilas)),"2,68,75,8732 Crore+","1,84,66,0661 Crore+","84,09,80784 Lacs+",46%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=924&id2=5461,Pradeep Kumar (BJP),"2,55,64,7522 Crore+","1,72,92,9371 Crore+","82,71,81582 Lacs+",48%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=970&id2=5534,Dr Jayanta Kumar Roy (BJP),"1,93,56,5581 Crore+","1,16,25,0471 Crore+","77,31,51177 Lacs+",67%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7846&id2=14239,Sunil Kumar (JD(U)),"1,27,64,1941 Crore+","52,61,77552 Lacs+","75,02,41975 Lacs+",143%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2275&id2=8847,Adv. Dean Kuriakose (INC),"2,07,97,7632 Crore+","1,33,95,0111 Crore+","74,02,75274 Lacs+",55%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2473&id2=11225,Dr. Virendra Kumar (BJP),"2,88,37,0062 Crore+","2,15,03,7662 Crore+","73,33,24073 Lacs+",34%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8177&id2=12079,Janardan Singh (Sigriwal) (BJP),"1,75,36,4361 Crore+","1,04,51,9861 Crore+","70,84,45070 Lacs+",68%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=6264&id2=10306,Vishnu Dayal Ram (BJP),"3,90,81,1163 Crore+","3,22,73,8733 Crore+","68,07,24368 Lacs+",21%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3666&id2=14309,Delkar Kalaben Mohanbhai (BJP),"71,44,54,35771 Crore+","70,77,74,49570 Crore+","66,79,86266 Lacs+",1%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2211&id2=7429,Sukanta Majumdar (BJP),"1,24,76,8251 Crore+","58,25,86658 Lacs+","66,50,95966 Lacs+",114%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2309&id2=9088,Anto Antony (INC),"1,24,71,8561 Crore+","60,75,87660 Lacs+","63,95,98063 Lacs+",105%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2305&id2=9254,V K Sreekandan (INC),"1,24,21,3581 Crore+","63,56,39963 Lacs+","60,64,95960 Lacs+",95%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7308&id2=5403,Achyutananda Samanta (BJD),"71,43,69371 Lacs+","12,44,72212 Lacs+","58,98,97158 Lacs+",474%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2295&id2=8853,Thomas Chazhikadan (Kerala Congress (M)),"3,16,50,6613 Crore+","2,60,27,4782 Crore+","56,23,18356 Lacs+",22%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1930&id2=5973,Ajay Kumar Mandal (JD(U)),"1,22,32,7561 Crore+","68,01,12668 Lacs+","54,31,63054 Lacs+",80%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9599&id2=13084,Chandeshwar Prasad (JD(U)),"14,46,82,82614 Crore+","13,92,71,69313 Crore+","54,11,13354 Lacs+",4%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3081&id2=9259,Ramya Haridas (INC),"63,66,42763 Lacs+","11,52,81611 Lacs+","52,13,61152 Lacs+",452%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8746&id2=13150,Ravneet Singh Bittu (BJP),"5,94,28,9245 Crore+","5,42,81,0965 Crore+","51,47,82851 Lacs+",9%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9045&id2=12731,Mala Roy (AITC),"1,53,97,0921 Crore+","1,03,08,4011 Crore+","50,88,69150 Lacs+",49%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8974&id2=12914,Narendra Modi (BJP),"3,02,06,8893 Crore+","2,51,36,1192 Crore+","50,70,77050 Lacs+",20%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3314&id2=9604,Kailash Choudhary (BJP),"72,76,93472 Lacs+","24,02,25024 Lacs+","48,74,68448 Lacs+",203%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5202&id2=11255,Jagannath Sarkar (BJP),"2,23,28,9682 Crore+","1,76,22,4761 Crore+","47,06,49247 Lacs+",27%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=454&id2=11760,Hanuman Beniwal (Rashtriya Loktantrik Party),"81,10,76081 Lacs+","42,18,56842 Lacs+","38,92,19238 Lacs+",92%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9397&id2=9918,Pratap Chandra Sarangi (BJP),"49,59,07249 Lacs+","13,46,23613 Lacs+","36,12,83636 Lacs+",268%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=475&id2=11572,Sumedhanand Saraswati (BJP),"62,80,84862 Lacs+","28,27,63828 Lacs+","34,53,21034 Lacs+",122%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3375&id2=7454,Khagen Murmu (BJP),"1,35,90,8461 Crore+","1,02,32,4391 Crore+","33,58,40733 Lacs+",33%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=221&id2=8529,Ravikumar. D (Viduthalai Chiruthaigal Katchi),"97,87,13697 Lacs+","65,09,86065 Lacs+","32,77,27632 Lacs+",50%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9532&id2=13057,Ram Kripal Yadav (BJP),"3,24,78,1043 Crore+","2,92,13,4672 Crore+","32,64,63732 Lacs+",11%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=1830&id2=11576,Durgadas (D. D.) Uikey (BJP),"1,84,87,2321 Crore+","1,54,13,5321 Crore+","30,73,70030 Lacs+",20%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7279&id2=11338,Rajiv Pratap Rudy (BJP),"8,37,11,2198 Crore+","8,07,40,3498 Crore+","29,70,87029 Lacs+",4%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3442&id2=7474,Vijay Baghel (BJP),"3,71,62,9503 Crore+","3,44,29,0273 Crore+","27,33,92327 Lacs+",8%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=2310&id2=14245,Dr. M.P Abdussamad Samadani (Indian Union Muslim League),"2,19,77,3442 Crore+","1,93,70,1671 Crore+","26,07,17726 Lacs+",13%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=20&id2=5167,Ajay Tamta (BJP),"1,23,81,6631 Crore+","99,10,44899 Lacs+","24,71,21524 Lacs+",25%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=9459&id2=12917,Ravindar Kushawaha (BJP),"2,94,66,5162 Crore+","2,70,31,7242 Crore+","24,34,79224 Lacs+",9%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=204&id2=5284,K Subbarayan (CPI),"1,04,31,2711 Crore+","80,35,57680 Lacs+","23,95,69523 Lacs+",30%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=3127&id2=8862,Kodikunnil Suresh (INC),"1,53,12,3241 Crore+","1,29,65,1291 Crore+","23,47,19523 Lacs+",18%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5131&id2=5013,Bellana Chandrasekhar (YSRCP),"2,20,00,7752 Crore+","2,10,35,7662 Crore+","9,65,0099 Lacs+",5%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=11&id2=5407,Nisith Pramanik (BJP),"1,05,12,6991 Crore+","96,29,81096 Lacs+","8,82,8898 Lacs+",9%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=5160&id2=13087,Mahendra Singh Solanky (BJP),"38,17,39938 Lacs+","38,12,46438 Lacs+","4,9354 Thou+",0%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7172&id2=9690,Bhanu Pratap Singh Verma (BJP),"96,59,84496 Lacs+","1,06,99,5161 Crore+","-10,39,672",-10%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=7961&id2=12478,Jyotirmay Singh Mahato (BJP),"5,95,2295 Lacs+","22,50,54022 Lacs+","-16,55,311",-74%,05/06/2024 23:24:59
https://www.myneta.info/LokSabha2024/index.php?action=affidavitComparison&myneta_folder2=LokSabha2019&id1=8737&id2=14380,Sushil Kumar Rinku (BJP),"1,53,55,9331 Crore+","1,70,17,4021 Crore+","-16,61,469",-10%,05/06/2024 23:24:59
